TrackId,TrackName,MediaTypeName,GenreName,ArtistName,IsCurrent,StartDate,EndDate
29,Cryin',MPEG audio file,Rock,Aerosmith,1,,
30,Amazing,MPEG audio file,Rock,Aerosmith,1,,
31,Blind Man,MPEG audio file,Rock,Aerosmith,1,,
32,Deuces Are Wild,MPEG audio file,Rock,Aerosmith,1,,
33,The Other Side,MPEG audio file,Rock,Aerosmith,1,,
34,Crazy,MPEG audio file,Rock,Aerosmith,1,,
35,Eat The Rich,MPEG audio file,Rock,Aerosmith,1,,
36,Angel,MPEG audio file,Rock,Aerosmith,1,,
37,Livin' On The Edge,MPEG audio file,Rock,Aerosmith,1,,
38,All I Really Want,MPEG audio file,Rock,Alanis Morissette,1,,
39,You Oughta Know,MPEG audio file,Rock,Alanis Morissette,1,,
40,Perfect,MPEG audio file,Rock,Alanis Morissette,1,,
41,Hand In My Pocket,MPEG audio file,Rock,Alanis Morissette,1,,
42,Right Through You,MPEG audio file,Rock,Alanis Morissette,1,,
43,Forgiven,MPEG audio file,Rock,Alanis Morissette,1,,
44,You Learn,MPEG audio file,Rock,Alanis Morissette,1,,
45,Head Over Feet,MPEG audio file,Rock,Alanis Morissette,1,,
46,Mary Jane,MPEG audio file,Rock,Alanis Morissette,1,,
47,Ironic,MPEG audio file,Rock,Alanis Morissette,1,,
48,Not The Doctor,MPEG audio file,Rock,Alanis Morissette,1,,
49,Wake Up,MPEG audio file,Rock,Alanis Morissette,1,,
50,You Oughta Know (Alternate),MPEG audio file,Rock,Alanis Morissette,1,,
51,We Die Young,MPEG audio file,Rock,Alice In Chains,1,,
52,Man In The Box,MPEG audio file,Rock,Alice In Chains,1,,
53,Sea Of Sorrow,MPEG audio file,Rock,Alice In Chains,1,,
54,Bleed The Freak,MPEG audio file,Rock,Alice In Chains,1,,
55,I Can't Remember,MPEG audio file,Rock,Alice In Chains,1,,
56,"Love, Hate, Love",MPEG audio file,Rock,Alice In Chains,1,,
57,It Ain't Like That,MPEG audio file,Rock,Alice In Chains,1,,
58,Sunshine,MPEG audio file,Rock,Alice In Chains,1,,
59,Put You Down,MPEG audio file,Rock,Alice In Chains,1,,
60,Confusion,MPEG audio file,Rock,Alice In Chains,1,,
61,I Know Somethin (Bout You),MPEG audio file,Rock,Alice In Chains,1,,
62,Real Thing,MPEG audio file,Rock,Alice In Chains,1,,
63,Desafinado,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
64,Garota De Ipanema,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
65,Samba De Uma Nota Só (One Note Samba),MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
66,Por Causa De Você,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
67,Ligia,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
68,Fotografia,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
69,Dindi (Dindi),MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
70,Se Todos Fossem Iguais A Você (Instrumental),MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
71,Falando De Amor,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
72,Angela,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
73,Corcovado (Quiet Nights Of Quiet Stars),MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
74,Outra Vez,MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
75,O Boto (Bôto),MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
76,"Canta, Canta Mais",MPEG audio file,Jazz,Antônio Carlos Jobim,1,,
77,Enter Sandman,MPEG audio file,Metal,Apocalyptica,1,,
78,Master Of Puppets,MPEG audio file,Metal,Apocalyptica,1,,
79,Harvester Of Sorrow,MPEG audio file,Metal,Apocalyptica,1,,
80,The Unforgiven,MPEG audio file,Metal,Apocalyptica,1,,
81,Sad But True,MPEG audio file,Metal,Apocalyptica,1,,
82,Creeping Death,MPEG audio file,Metal,Apocalyptica,1,,
83,Wherever I May Roam,MPEG audio file,Metal,Apocalyptica,1,,
84,Welcome Home (Sanitarium),MPEG audio file,Metal,Apocalyptica,1,,
85,Cochise,MPEG audio file,Rock,Audioslave,1,,
86,Show Me How to Live,MPEG audio file,Rock,Audioslave,1,,
87,Gasoline,MPEG audio file,Rock,Audioslave,1,,
88,What You Are,MPEG audio file,Rock,Audioslave,1,,
89,Like a Stone,MPEG audio file,Rock,Audioslave,1,,
90,Set It Off,MPEG audio file,Rock,Audioslave,1,,
91,Shadow on the Sun,MPEG audio file,Rock,Audioslave,1,,
92,I am the Highway,MPEG audio file,Rock,Audioslave,1,,
93,Exploder,MPEG audio file,Rock,Audioslave,1,,
94,Hypnotize,MPEG audio file,Rock,Audioslave,1,,
95,Bring'em Back Alive,MPEG audio file,Rock,Audioslave,1,,
96,Light My Way,MPEG audio file,Rock,Audioslave,1,,
97,Getaway Car,MPEG audio file,Rock,Audioslave,1,,
98,The Last Remaining Light,MPEG audio file,Rock,Audioslave,1,,
99,Your Time Has Come,MPEG audio file,Alternative & Punk,Audioslave,1,,
100,Out Of Exile,MPEG audio file,Alternative & Punk,Audioslave,1,,
101,Be Yourself,MPEG audio file,Alternative & Punk,Audioslave,1,,
102,Doesn't Remind Me,MPEG audio file,Alternative & Punk,Audioslave,1,,
103,Drown Me Slowly,MPEG audio file,Alternative & Punk,Audioslave,1,,
104,Heaven's Dead,MPEG audio file,Alternative & Punk,Audioslave,1,,
105,The Worm,MPEG audio file,Alternative & Punk,Audioslave,1,,
106,Man Or Animal,MPEG audio file,Alternative & Punk,Audioslave,1,,
107,Yesterday To Tomorrow,MPEG audio file,Alternative & Punk,Audioslave,1,,
108,Dandelion,MPEG audio file,Alternative & Punk,Audioslave,1,,
109,#1 Zero,MPEG audio file,Alternative & Punk,Audioslave,1,,
110,The Curse,MPEG audio file,Alternative & Punk,Audioslave,1,,
111,Money,MPEG audio file,Rock And Roll,BackBeat,1,,
112,Long Tall Sally,MPEG audio file,Rock And Roll,BackBeat,1,,
113,Bad Boy,MPEG audio file,Rock And Roll,BackBeat,1,,
114,Twist And Shout,MPEG audio file,Rock And Roll,BackBeat,1,,
115,Please Mr. Postman,MPEG audio file,Rock And Roll,BackBeat,1,,
116,C'Mon Everybody,MPEG audio file,Rock And Roll,BackBeat,1,,
117,Rock 'N' Roll Music,MPEG audio file,Rock And Roll,BackBeat,1,,
118,Slow Down,MPEG audio file,Rock And Roll,BackBeat,1,,
119,Roadrunner,MPEG audio file,Rock And Roll,BackBeat,1,,
120,Carol,MPEG audio file,Rock And Roll,BackBeat,1,,
121,Good Golly Miss Molly,MPEG audio file,Rock And Roll,BackBeat,1,,
122,20 Flight Rock,MPEG audio file,Rock And Roll,BackBeat,1,,
123,Quadrant,MPEG audio file,Jazz,Billy Cobham,1,,
124,Snoopy's search-Red baron,MPEG audio file,Jazz,Billy Cobham,1,,
125,"Spanish moss-""A sound portrait""-Spanish moss",MPEG audio file,Jazz,Billy Cobham,1,,
126,Moon germs,MPEG audio file,Jazz,Billy Cobham,1,,
127,Stratus,MPEG audio file,Jazz,Billy Cobham,1,,
128,The pleasant pheasant,MPEG audio file,Jazz,Billy Cobham,1,,
129,Solo-Panhandler,MPEG audio file,Jazz,Billy Cobham,1,,
130,Do what cha wanna,MPEG audio file,Jazz,Billy Cobham,1,,
131,Intro/ Low Down,MPEG audio file,Metal,Black Label Society,1,,
132,13 Years Of Grief,MPEG audio file,Metal,Black Label Society,1,,
133,Stronger Than Death,MPEG audio file,Metal,Black Label Society,1,,
134,All For You,MPEG audio file,Metal,Black Label Society,1,,
135,Super Terrorizer,MPEG audio file,Metal,Black Label Society,1,,
136,Phoney Smile Fake Hellos,MPEG audio file,Metal,Black Label Society,1,,
137,Lost My Better Half,MPEG audio file,Metal,Black Label Society,1,,
138,Bored To Tears,MPEG audio file,Metal,Black Label Society,1,,
139,A.N.D.R.O.T.A.Z.,MPEG audio file,Metal,Black Label Society,1,,
140,Born To Booze,MPEG audio file,Metal,Black Label Society,1,,
141,World Of Trouble,MPEG audio file,Metal,Black Label Society,1,,
142,No More Tears,MPEG audio file,Metal,Black Label Society,1,,
143,The Begining... At Last,MPEG audio file,Metal,Black Label Society,1,,
144,Heart Of Gold,MPEG audio file,Metal,Black Label Society,1,,
145,Snowblind,MPEG audio file,Metal,Black Label Society,1,,
146,Like A Bird,MPEG audio file,Metal,Black Label Society,1,,
147,Blood In The Wall,MPEG audio file,Metal,Black Label Society,1,,
148,The Beginning...At Last,MPEG audio file,Metal,Black Label Society,1,,
149,Black Sabbath,MPEG audio file,Metal,Black Sabbath,1,,
150,The Wizard,MPEG audio file,Metal,Black Sabbath,1,,
151,Behind The Wall Of Sleep,MPEG audio file,Metal,Black Sabbath,1,,
152,N.I.B.,MPEG audio file,Metal,Black Sabbath,1,,
153,Evil Woman,MPEG audio file,Metal,Black Sabbath,1,,
154,Sleeping Village,MPEG audio file,Metal,Black Sabbath,1,,
155,Warning,MPEG audio file,Metal,Black Sabbath,1,,
156,Wheels Of Confusion / The Straightener,MPEG audio file,Metal,Black Sabbath,1,,
157,Tomorrow's Dream,MPEG audio file,Metal,Black Sabbath,1,,
158,Changes,MPEG audio file,Metal,Black Sabbath,1,,
159,FX,MPEG audio file,Metal,Black Sabbath,1,,
160,Supernaut,MPEG audio file,Metal,Black Sabbath,1,,
161,Snowblind,MPEG audio file,Metal,Black Sabbath,1,,
162,Cornucopia,MPEG audio file,Metal,Black Sabbath,1,,
163,Laguna Sunrise,MPEG audio file,Metal,Black Sabbath,1,,
164,St. Vitus Dance,MPEG audio file,Metal,Black Sabbath,1,,
165,Under The Sun/Every Day Comes and Goes,MPEG audio file,Metal,Black Sabbath,1,,
166,Smoked Pork,MPEG audio file,Alternative & Punk,Body Count,1,,
167,Body Count's In The House,MPEG audio file,Alternative & Punk,Body Count,1,,
168,Now Sports,MPEG audio file,Alternative & Punk,Body Count,1,,
169,Body Count,MPEG audio file,Alternative & Punk,Body Count,1,,
170,A Statistic,MPEG audio file,Alternative & Punk,Body Count,1,,
171,Bowels Of The Devil,MPEG audio file,Alternative & Punk,Body Count,1,,
172,The Real Problem,MPEG audio file,Alternative & Punk,Body Count,1,,
173,KKK Bitch,MPEG audio file,Alternative & Punk,Body Count,1,,
174,D Note,MPEG audio file,Alternative & Punk,Body Count,1,,
175,Voodoo,MPEG audio file,Alternative & Punk,Body Count,1,,
176,The Winner Loses,MPEG audio file,Alternative & Punk,Body Count,1,,
177,There Goes The Neighborhood,MPEG audio file,Alternative & Punk,Body Count,1,,
178,Oprah,MPEG audio file,Alternative & Punk,Body Count,1,,
179,Evil Dick,MPEG audio file,Alternative & Punk,Body Count,1,,
180,Body Count Anthem,MPEG audio file,Alternative & Punk,Body Count,1,,
181,Momma's Gotta Die Tonight,MPEG audio file,Alternative & Punk,Body Count,1,,
182,Freedom Of Speech,MPEG audio file,Alternative & Punk,Body Count,1,,
183,King In Crimson,MPEG audio file,Metal,Bruce Dickinson,1,,
184,Chemical Wedding,MPEG audio file,Metal,Bruce Dickinson,1,,
185,The Tower,MPEG audio file,Metal,Bruce Dickinson,1,,
186,Killing Floor,MPEG audio file,Metal,Bruce Dickinson,1,,
187,Book Of Thel,MPEG audio file,Metal,Bruce Dickinson,1,,
188,Gates Of Urizen,MPEG audio file,Metal,Bruce Dickinson,1,,
189,Jerusalem,MPEG audio file,Metal,Bruce Dickinson,1,,
190,Trupets Of Jericho,MPEG audio file,Metal,Bruce Dickinson,1,,
191,Machine Men,MPEG audio file,Metal,Bruce Dickinson,1,,
192,The Alchemist,MPEG audio file,Metal,Bruce Dickinson,1,,
193,Realword,MPEG audio file,Metal,Bruce Dickinson,1,,
194,First Time I Met The Blues,MPEG audio file,Blues,Buddy Guy,1,,
195,Let Me Love You Baby,MPEG audio file,Blues,Buddy Guy,1,,
196,Stone Crazy,MPEG audio file,Blues,Buddy Guy,1,,
197,Pretty Baby,MPEG audio file,Blues,Buddy Guy,1,,
198,When My Left Eye Jumps,MPEG audio file,Blues,Buddy Guy,1,,
199,Leave My Girl Alone,MPEG audio file,Blues,Buddy Guy,1,,
200,She Suits Me To A Tee,MPEG audio file,Blues,Buddy Guy,1,,
201,Keep It To Myself (Aka Keep It To Yourself),MPEG audio file,Blues,Buddy Guy,1,,
202,My Time After Awhile,MPEG audio file,Blues,Buddy Guy,1,,
203,Too Many Ways (Alternate),MPEG audio file,Blues,Buddy Guy,1,,
204,Talkin' 'Bout Women Obviously,MPEG audio file,Blues,Buddy Guy,1,,
205,Jorge Da Capadócia,MPEG audio file,Latin,Caetano Veloso,1,,
206,Prenda Minha,MPEG audio file,Latin,Caetano Veloso,1,,
207,Meditação,MPEG audio file,Latin,Caetano Veloso,1,,
208,Terra,MPEG audio file,Latin,Caetano Veloso,1,,
209,Eclipse Oculto,MPEG audio file,Latin,Caetano Veloso,1,,
210,"Texto ""Verdade Tropical""",MPEG audio file,Latin,Caetano Veloso,1,,
211,Bem Devagar,MPEG audio file,Latin,Caetano Veloso,1,,
212,Drão,MPEG audio file,Latin,Caetano Veloso,1,,
213,Saudosismo,MPEG audio file,Latin,Caetano Veloso,1,,
214,Carolina,MPEG audio file,Latin,Caetano Veloso,1,,
215,Sozinho,MPEG audio file,Latin,Caetano Veloso,1,,
216,Esse Cara,MPEG audio file,Latin,Caetano Veloso,1,,
217,Mel,MPEG audio file,Latin,Caetano Veloso,1,,
218,Linha Do Equador,MPEG audio file,Latin,Caetano Veloso,1,,
219,Odara,MPEG audio file,Latin,Caetano Veloso,1,,
220,A Luz De Tieta,MPEG audio file,Latin,Caetano Veloso,1,,
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,MPEG audio file,Latin,Caetano Veloso,1,,
222,Vida Boa,MPEG audio file,Latin,Caetano Veloso,1,,
223,Sozinho (Hitmakers Classic Mix),MPEG audio file,Latin,Caetano Veloso,1,,
224,Sozinho (Hitmakers Classic Radio Edit),MPEG audio file,Latin,Caetano Veloso,1,,
225,Sozinho (Caêdrum 'n' Bass),MPEG audio file,Latin,Caetano Veloso,1,,
226,Carolina,MPEG audio file,Latin,Chico Buarque,1,,
227,Essa Moça Ta Diferente,MPEG audio file,Latin,Chico Buarque,1,,
228,Vai Passar,MPEG audio file,Latin,Chico Buarque,1,,
229,Samba De Orly,MPEG audio file,Latin,Chico Buarque,1,,
230,"Bye, Bye Brasil",MPEG audio file,Latin,Chico Buarque,1,,
231,Atras Da Porta,MPEG audio file,Latin,Chico Buarque,1,,
232,Tatuagem,MPEG audio file,Latin,Chico Buarque,1,,
233,O Que Será (À Flor Da Terra),MPEG audio file,Latin,Chico Buarque,1,,
234,Morena De Angola,MPEG audio file,Latin,Chico Buarque,1,,
235,Apesar De Você,MPEG audio file,Latin,Chico Buarque,1,,
236,A Banda,MPEG audio file,Latin,Chico Buarque,1,,
237,Minha Historia,MPEG audio file,Latin,Chico Buarque,1,,
238,Com Açúcar E Com Afeto,MPEG audio file,Latin,Chico Buarque,1,,
239,Brejo Da Cruz,MPEG audio file,Latin,Chico Buarque,1,,
240,Meu Caro Amigo,MPEG audio file,Latin,Chico Buarque,1,,
241,Geni E O Zepelim,MPEG audio file,Latin,Chico Buarque,1,,
242,Trocando Em Miúdos,MPEG audio file,Latin,Chico Buarque,1,,
243,Vai Trabalhar Vagabundo,MPEG audio file,Latin,Chico Buarque,1,,
244,Gota D'água,MPEG audio file,Latin,Chico Buarque,1,,
245,Construção / Deus Lhe Pague,MPEG audio file,Latin,Chico Buarque,1,,
246,Mateus Enter,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
247,O Cidadão Do Mundo,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
248,Etnia,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
249,Quilombo Groove [Instrumental],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
250,Macô,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
251,Um Passeio No Mundo Livre,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
252,Samba Do Lado,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
253,Maracatu Atômico,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
255,Corpo De Lama,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
256,Sobremesa,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
257,Manguetown,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
258,Um Satélite Na Cabeça,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
259,Baião Ambiental [Instrumental],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
260,Sangue De Bairro,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
261,Enquanto O Mundo Explode,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
262,Interlude Zumbi,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
263,Criança De Domingo,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
264,Amor De Muito,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
265,Samidarish [Instrumental],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
266,Maracatu Atômico [Atomic Version],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
267,Maracatu Atômico [Ragga Mix],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
268,Maracatu Atômico [Trip Hop],MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
269,Banditismo Por Uma Questa,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
270,Banditismo Por Uma Questa,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
271,Rios Pontes & Overdrives,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
272,Cidade,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
273,Praiera,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
274,Samba Makossa,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
275,Da Lama Ao Caos,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
276,Maracatu De Tiro Certeiro,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
277,Salustiano Song,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
278,Antene Se,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
279,Risoflora,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
280,Lixo Do Mangue,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
281,Computadores Fazem Arte,MPEG audio file,Latin,Chico Science & Nação Zumbi,1,,
282,Girassol,MPEG audio file,Reggae,Cidade Negra,1,,
283,A Sombra Da Maldade,MPEG audio file,Reggae,Cidade Negra,1,,
284,Johnny B. Goode,MPEG audio file,Reggae,Cidade Negra,1,,
285,Soldado Da Paz,MPEG audio file,Reggae,Cidade Negra,1,,
286,Firmamento,MPEG audio file,Reggae,Cidade Negra,1,,
287,Extra,MPEG audio file,Reggae,Cidade Negra,1,,
288,O Erê,MPEG audio file,Reggae,Cidade Negra,1,,
289,Podes Crer,MPEG audio file,Reggae,Cidade Negra,1,,
290,A Estrada,MPEG audio file,Reggae,Cidade Negra,1,,
291,Berlim,MPEG audio file,Reggae,Cidade Negra,1,,
292,Já Foi,MPEG audio file,Reggae,Cidade Negra,1,,
293,Onde Você Mora?,MPEG audio file,Reggae,Cidade Negra,1,,
294,Pensamento,MPEG audio file,Reggae,Cidade Negra,1,,
295,Conciliação,MPEG audio file,Reggae,Cidade Negra,1,,
296,Realidade Virtual,MPEG audio file,Reggae,Cidade Negra,1,,
297,Mensagem,MPEG audio file,Reggae,Cidade Negra,1,,
298,A Cor Do Sol,MPEG audio file,Reggae,Cidade Negra,1,,
299,Onde Você Mora?,MPEG audio file,Reggae,Cidade Negra,1,,
300,O Erê,MPEG audio file,Reggae,Cidade Negra,1,,
301,A Sombra Da Maldade,MPEG audio file,Reggae,Cidade Negra,1,,
302,A Estrada,MPEG audio file,Reggae,Cidade Negra,1,,
303,Falar A Verdade,MPEG audio file,Reggae,Cidade Negra,1,,
304,Firmamento,MPEG audio file,Reggae,Cidade Negra,1,,
305,Pensamento,MPEG audio file,Reggae,Cidade Negra,1,,
306,Realidade Virtual,MPEG audio file,Reggae,Cidade Negra,1,,
307,Doutor,MPEG audio file,Reggae,Cidade Negra,1,,
308,Na Frente Da TV,MPEG audio file,Reggae,Cidade Negra,1,,
309,Downtown,MPEG audio file,Reggae,Cidade Negra,1,,
310,Sábado A Noite,MPEG audio file,Reggae,Cidade Negra,1,,
311,A Cor Do Sol,MPEG audio file,Reggae,Cidade Negra,1,,
312,Eu Também Quero Beijar,MPEG audio file,Reggae,Cidade Negra,1,,
313,Noite Do Prazer,MPEG audio file,Latin,Cláudio Zoli,1,,
314,À Francesa,MPEG audio file,Latin,Cláudio Zoli,1,,
315,Cada Um Cada Um (A Namoradeira),MPEG audio file,Latin,Cláudio Zoli,1,,
316,Linha Do Equador,MPEG audio file,Latin,Cláudio Zoli,1,,
317,Amor Demais,MPEG audio file,Latin,Cláudio Zoli,1,,
318,Férias,MPEG audio file,Latin,Cláudio Zoli,1,,
319,Gostava Tanto De Você,MPEG audio file,Latin,Cláudio Zoli,1,,
320,Flor Do Futuro,MPEG audio file,Latin,Cláudio Zoli,1,,
321,Felicidade Urgente,MPEG audio file,Latin,Cláudio Zoli,1,,
322,Livre Pra Viver,MPEG audio file,Latin,Cláudio Zoli,1,,
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",MPEG audio file,Pop,Various Artists,1,,
324,Pererê,MPEG audio file,Pop,Various Artists,1,,
325,TriboTchan,MPEG audio file,Pop,Various Artists,1,,
326,"Tapa Aqui, Descobre Ali",MPEG audio file,Pop,Various Artists,1,,
327,Daniela,MPEG audio file,Pop,Various Artists,1,,
328,Bate Lata,MPEG audio file,Pop,Various Artists,1,,
329,Garotas do Brasil,MPEG audio file,Pop,Various Artists,1,,
330,Levada do Amor (Ailoviu),MPEG audio file,Pop,Various Artists,1,,
331,Lavadeira,MPEG audio file,Pop,Various Artists,1,,
332,Reboladeira,MPEG audio file,Pop,Various Artists,1,,
333,É que Nessa Encarnação Eu Nasci Manga,MPEG audio file,Pop,Various Artists,1,,
334,Reggae Tchan,MPEG audio file,Pop,Various Artists,1,,
335,My Love,MPEG audio file,Pop,Various Artists,1,,
336,Latinha de Cerveja,MPEG audio file,Pop,Various Artists,1,,
337,You Shook Me,MPEG audio file,Rock,Led Zeppelin,1,,
338,I Can't Quit You Baby,MPEG audio file,Rock,Led Zeppelin,1,,
339,Communication Breakdown,MPEG audio file,Rock,Led Zeppelin,1,,
340,Dazed and Confused,MPEG audio file,Rock,Led Zeppelin,1,,
341,The Girl I Love She Got Long Black Wavy Hair,MPEG audio file,Rock,Led Zeppelin,1,,
342,What is and Should Never Be,MPEG audio file,Rock,Led Zeppelin,1,,
343,Communication Breakdown(2),MPEG audio file,Rock,Led Zeppelin,1,,
344,Travelling Riverside Blues,MPEG audio file,Rock,Led Zeppelin,1,,
345,Whole Lotta Love,MPEG audio file,Rock,Led Zeppelin,1,,
346,Somethin' Else,MPEG audio file,Rock,Led Zeppelin,1,,
347,Communication Breakdown(3),MPEG audio file,Rock,Led Zeppelin,1,,
348,I Can't Quit You Baby(2),MPEG audio file,Rock,Led Zeppelin,1,,
349,You Shook Me(2),MPEG audio file,Rock,Led Zeppelin,1,,
350,How Many More Times,MPEG audio file,Rock,Led Zeppelin,1,,
351,Debra Kadabra,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
352,Carolina Hard-Core Ecstasy,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
353,Sam With The Showing Scalp Flat Top,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
354,Poofter's Froth Wyoming Plans Ahead,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
355,200 Years Old,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
356,Cucamonga,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
357,Advance Romance,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
358,Man With The Woman Head,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
359,Muffin Man,MPEG audio file,Rock,Frank Zappa & Captain Beefheart,1,,
360,Vai-Vai 2001,MPEG audio file,Soundtrack,Various Artists,1,,
361,X-9 2001,MPEG audio file,Soundtrack,Various Artists,1,,
362,Gavioes 2001,MPEG audio file,Soundtrack,Various Artists,1,,
363,Nene 2001,MPEG audio file,Soundtrack,Various Artists,1,,
364,Rosas De Ouro 2001,MPEG audio file,Soundtrack,Various Artists,1,,
365,Mocidade Alegre 2001,MPEG audio file,Soundtrack,Various Artists,1,,
366,Camisa Verde 2001,MPEG audio file,Soundtrack,Various Artists,1,,
367,Leandro De Itaquera 2001,MPEG audio file,Soundtrack,Various Artists,1,,
368,Tucuruvi 2001,MPEG audio file,Soundtrack,Various Artists,1,,
369,Aguia De Ouro 2001,MPEG audio file,Soundtrack,Various Artists,1,,
370,Ipiranga 2001,MPEG audio file,Soundtrack,Various Artists,1,,
371,Morro Da Casa Verde 2001,MPEG audio file,Soundtrack,Various Artists,1,,
372,Perola Negra 2001,MPEG audio file,Soundtrack,Various Artists,1,,
373,Sao Lucas 2001,MPEG audio file,Soundtrack,Various Artists,1,,
374,Guanabara,MPEG audio file,Latin,Marcos Valle,1,,
375,Mas Que Nada,MPEG audio file,Latin,Marcos Valle,1,,
376,Vôo Sobre o Horizonte,MPEG audio file,Latin,Marcos Valle,1,,
377,A Paz,MPEG audio file,Latin,Marcos Valle,1,,
378,Wave (Vou te Contar),MPEG audio file,Latin,Marcos Valle,1,,
