TrackId,GenreId,AlbumId,PlaylistTrackViews,Milliseconds,SumTimeViews,IsCurrent,StartDate,EndDate
1483,1,120,2,193123,386246,1,,
438,1,37,3,216032,648096,1,,
2147,1,177,2,418168,836336,1,,
3335,15,259,2,318484,636968,1,,
507,7,41,3,249678,749034,1,,
673,7,53,2,174367,348734,1,,
750,1,58,2,242834,485668,1,,
1171,1,91,3,268351,805053,1,,
2665,1,216,2,164493,328986,1,,
2671,1,216,2,237923,475846,1,,
2837,20,227,2,2622622,5245244,1,,
3478,23,323,2,215386,430772,1,,
109,4,11,2,299102,598204,1,,
2814,4,225,3,207830,623490,1,,
1271,6,100,2,197276,394552,1,,
650,11,52,2,204956,409912,1,,
3312,17,258,3,170475,511425,1,,
607,2,48,2,564009,1128018,1,,
1812,3,148,3,234240,702720,1,,
773,1,61,3,321149,963447,1,,
1148,1,90,2,268537,537074,1,,
1314,1,103,3,431542,1294626,1,,
1463,15,118,3,322455,967365,1,,
630,2,51,2,204199,408398,1,,
458,2,38,3,295627,886881,1,,
1291,3,102,2,371826,743652,1,,
3455,14,321,2,213240,426480,1,,
2545,1,206,3,80613,241839,1,,
3212,22,251,2,1700241,3400482,1,,
481,4,39,3,171546,514638,1,,
1981,3,162,3,206837,620511,1,,
2104,3,174,2,349440,698880,1,,
2645,1,214,2,214360,428720,1,,
1440,1,116,3,247222,741666,1,,
2522,1,203,3,232202,696606,1,,
3186,19,250,2,1328870,2657740,1,,
587,7,47,3,244009,732027,1,,
1334,3,105,3,332617,997851,1,,
1832,3,150,2,281573,563146,1,,
89,1,10,2,294034,588068,1,,
836,1,67,3,255660,766980,1,,
338,1,30,3,263836,791508,1,,
1583,1,127,3,234605,703815,1,,
1085,10,85,2,260963,521926,1,,
3398,23,271,2,266308,532616,1,,
195,6,20,2,175386,350772,1,,
1191,2,93,3,396460,1189380,1,,
730,7,57,3,247588,742764,1,,
1228,3,96,3,249469,748407,1,,
693,1,54,2,175490,350980,1,,
2353,1,192,2,206053,412106,1,,
2900,21,229,2,2593760,5187520,1,,
3043,8,241,3,226951,680853,1,,
2210,1,182,3,170631,511893,1,,
3292,1,257,2,390674,781348,1,,
2957,1,234,3,289253,867759,1,,
1961,16,161,2,206811,413622,1,,
3206,19,251,2,1822781,3645562,1,,
2602,4,211,3,324336,973008,1,,
942,4,75,3,270680,812040,1,,
979,7,78,3,222197,666591,1,,
2024,1,165,2,284160,568320,1,,
2565,1,208,3,880640,2641920,1,,
2167,4,179,2,139990,279980,1,,
252,7,24,3,227317,681951,1,,
1918,7,158,2,197694,395388,1,,
3,1,3,4,230619,922476,1,,
1669,1,138,2,766354,1532708,1,,
2416,1,196,3,133459,400377,1,,
2310,4,187,3,269035,807105,1,,
2316,4,187,3,220081,660243,1,,
3441,24,307,4,254930,1019720,1,,
1277,13,101,2,105926,211852,1,,
1769,7,145,2,275591,551182,1,,
146,3,15,2,276532,553064,1,,
152,3,16,3,368770,1106310,1,,
1818,3,149,3,470256,1410768,1,,
1775,14,146,2,161410,322820,1,,
2708,4,219,3,315559,946677,1,,
1377,3,110,2,267023,534046,1,,
295,8,26,2,257619,515238,1,,
544,1,43,2,277133,554266,1,,
1626,1,132,2,508055,1016110,1,,
2459,1,199,2,306390,612780,1,,
2608,4,211,3,187219,561657,1,,
985,7,78,2,213760,427520,1,,
1526,7,123,3,224078,672234,1,,
2067,7,168,2,183588,367176,1,,
3149,7,248,3,180035,540105,1,,
444,1,37,3,214987,644961,1,,
3415,24,284,5,392462,1962310,1,,
1755,7,145,2,136254,272508,1,,
2087,7,169,2,229590,459180,1,,
2751,7,222,2,126615,253230,1,,
2419,1,196,3,305528,916584,1,,
3083,1,244,2,158589,317178,1,,
2728,4,220,3,250253,750759,1,,
521,7,23,3,147670,443010,1,,
736,7,57,2,193828,387656,1,,
1068,7,84,3,213498,640494,1,,
1732,7,143,2,246073,492146,1,,
2064,7,167,3,256522,769566,1,,
189,3,19,3,402390,1207170,1,,
1400,1,113,3,380786,1142358,1,,
2396,1,195,3,321671,965013,1,,
3060,1,242,2,228806,457612,1,,
3129,7,247,2,167053,334106,1,,
3461,14,321,2,185293,370586,1,,
3438,24,280,5,268066,1340330,1,,
2774,7,223,2,206471,412942,1,,
2442,1,141,3,239595,718785,1,,
3106,1,246,2,265613,531226,1,,
922,6,73,3,251768,755304,1,,
2250,17,184,3,121808,365424,1,,
335,9,29,2,203493,406986,1,,
999,1,80,2,313182,626364,1,,
1586,1,127,3,398262,1194786,1,,
2914,19,231,2,2639541,5279082,1,,
2920,19,231,2,2763666,5527332,1,,
1609,1,130,2,329639,659278,1,,
2273,1,186,2,207386,414772,1,,
2937,1,232,3,263497,790491,1,,
2373,4,193,3,496692,1490076,1,,
1045,12,83,2,149263,298526,1,,
212,7,21,3,156264,468792,1,,
876,7,70,3,327105,981315,1,,
381,7,33,2,179408,358816,1,,
1709,1,141,2,261773,523546,1,,
1540,16,124,2,213263,426526,1,,
899,6,72,3,215928,647784,1,,
235,7,23,2,234501,469002,1,,
1686,7,140,3,148401,445203,1,,
2227,8,141,2,309733,619466,1,,
1022,1,82,3,248528,745584,1,,
358,1,31,2,88894,177788,1,,
1563,1,126,3,198060,594180,1,,
172,4,18,3,11650,34950,1,,
753,1,58,2,319111,638222,1,,
1168,1,91,3,322175,966525,1,,
1500,1,121,3,193560,580680,1,,
1749,1,144,2,366053,732106,1,,
421,1,36,2,343745,687490,1,,
66,2,8,2,169900,339800,1,,
527,7,23,3,401319,1203957,1,,
859,7,69,3,286432,859296,1,,
1062,7,84,3,301113,903339,1,,
1855,3,152,2,396199,792398,1,,
2187,1,180,2,161253,322506,1,,
3066,1,243,2,215902,431804,1,,
3375,23,270,2,224837,449674,1,,
375,7,33,2,248398,496796,1,,
2047,7,167,3,184555,553665,1,,
1214,3,95,3,255634,766902,1,,
1546,3,125,2,205792,411584,1,,
2628,1,213,2,257619,515238,1,,
2296,1,189,3,271151,813453,1,,
2379,1,194,2,277995,555990,1,,
2542,1,206,3,310386,931158,1,,
2874,19,229,2,2627791,5255582,1,,
3315,17,258,3,239908,719724,1,,
229,7,23,2,162429,324858,1,,
1692,7,140,3,177606,532818,1,,
1360,3,108,2,282697,565394,1,,
1901,3,156,2,313991,627982,1,,
2233,1,183,2,391888,783776,1,,
2688,1,217,3,287294,861882,1,,
2983,1,236,3,280555,841665,1,,
3020,1,239,2,336274,672548,1,,
3229,20,253,2,2922547,5845094,1,,
2333,4,190,2,244819,489638,1,,
2582,6,210,2,359314,718628,1,,
2588,6,210,2,233639,467278,1,,
916,6,73,3,378984,1136952,1,,
1254,13,98,2,370468,740936,1,,
667,7,53,2,243356,486712,1,,
1005,1,80,2,271908,543816,1,,
3169,21,229,2,2615990,5231980,1,,
2482,4,201,2,229877,459754,1,,
275,7,25,3,251559,754677,1,,
318,7,28,2,264202,528404,1,,
1941,7,159,2,205688,411376,1,,
3275,9,255,2,236911,473822,1,,
3269,9,255,2,156059,312118,1,,
1603,1,130,2,410566,821132,1,,
1646,1,135,2,526785,1053570,1,,
2290,4,188,2,216633,433266,1,,
126,2,13,2,294060,588120,1,,
2041,7,166,2,224470,448940,1,,
3123,7,247,2,259265,518530,1,,
713,1,55,2,209789,419578,1,,
959,1,76,3,395859,1187577,1,,
962,1,76,3,336666,1009998,1,,
1208,1,94,2,564893,1129786,1,,
1795,1,147,2,408163,816326,1,,
272,7,25,3,216346,649038,1,,
1108,7,73,3,264489,793467,1,,
567,7,45,2,269165,538330,1,,
1354,3,108,2,408607,817214,1,,
1895,3,156,2,385828,771656,1,,
26,1,5,3,310622,931866,1,,
813,1,65,2,267833,535666,1,,
1649,1,135,2,393116,786232,1,,
2436,1,141,3,262687,788061,1,,
2977,1,236,3,349178,1047534,1,,
2170,4,179,2,216555,433110,1,,
3332,15,259,2,237322,474644,1,,
1672,7,139,3,278256,834768,1,,
2668,1,216,2,164284,328568,1,,
2834,18,227,2,2627961,5255922,1,,
3166,21,228,2,2585794,5171588,1,,
2525,2,204,2,238315,476630,1,,
2691,1,218,3,215928,647784,1,,
3023,1,239,2,221283,442566,1,,
3189,19,250,2,1275275,2550550,1,,
1460,15,118,3,309995,929985,1,,
129,2,13,2,246151,492302,1,,
461,2,38,3,287634,862902,1,,
1125,3,88,2,246125,492250,1,,
3046,8,241,3,260179,780537,1,,
796,1,63,3,249443,748329,1,,
1792,1,147,2,225410,450820,1,,
2456,1,199,2,298527,597054,1,,
106,4,11,2,233195,466390,1,,
2811,4,225,3,203702,611106,1,,
1815,3,149,3,295418,886254,1,,
819,1,66,3,247823,743469,1,,
770,1,61,3,602880,1808640,1,,
1151,1,90,2,406347,812694,1,,
2499,4,202,3,294530,883590,1,,
3501,24,345,4,66639,266556,1,,
584,7,47,3,230269,690807,1,,
1337,3,106,2,230269,460538,1,,
1835,3,150,2,302053,604106,1,,
86,1,10,2,277890,555780,1,,
2001,1,163,3,115591,346773,1,,
484,4,39,3,170187,510561,1,,
1978,3,162,3,248006,744018,1,,
1984,3,162,4,240979,963916,1,,
2648,1,214,2,137168,274336,1,,
1437,1,116,3,293093,879279,1,,
2150,1,178,3,233613,700839,1,,
2791,4,224,3,151693,455079,1,,
627,2,51,2,187637,375274,1,,
1294,3,102,2,454974,909948,1,,
2127,10,176,3,328228,984684,1,,
1958,16,161,2,255373,510746,1,,
3209,22,251,2,2519436,5038872,1,,
1145,4,89,2,252316,504632,1,,
3358,15,264,2,366085,732170,1,,
3309,17,258,3,238393,715179,1,,
63,2,8,2,185338,370676,1,,
1194,2,93,3,249756,749268,1,,
604,2,48,2,277968,555936,1,,
2768,7,223,3,242599,727797,1,,
1858,3,152,2,347428,694856,1,,
776,1,61,3,213054,639162,1,,
1317,1,104,3,440555,1321665,1,,
1915,2,157,2,192078,384156,1,,
255,7,24,3,232672,698016,1,,
504,7,41,4,259291,1037164,1,,
1417,14,115,3,143725,431175,1,,
6,1,1,2,205662,411324,1,,
1666,1,137,2,1612329,3224658,1,,
896,6,72,3,167810,503430,1,,
1523,7,123,3,253231,759693,1,,
398,7,34,2,371356,742712,1,,
1025,1,82,3,135732,407196,1,,
2021,1,165,2,262791,525582,1,,
2519,1,203,3,292153,876459,1,,
2711,4,219,3,396303,1188909,1,,
1878,3,154,2,244532,489064,1,,
292,8,26,2,221544,443088,1,,
43,1,6,3,300355,901065,1,,
1629,1,133,2,379141,758282,1,,
3289,1,257,2,240325,480650,1,,
2960,1,234,3,279875,839625,1,,
1964,16,161,2,245681,491362,1,,
1274,6,100,2,332460,664920,1,,
647,11,52,2,392437,784874,1,,
3352,15,264,2,327122,654244,1,,
2270,1,185,2,180950,361900,1,,
2356,1,192,2,244897,489794,1,,
2897,21,231,2,2698791,5397582,1,,
2505,4,202,2,231784,463568,1,,
590,7,47,3,238445,715335,1,,
1088,7,86,4,238315,953260,1,,
2754,7,222,3,262974,788922,1,,
833,1,67,3,247248,741744,1,,
839,1,67,3,248424,745272,1,,
2997,1,237,2,384522,769044,1,,
3003,1,237,2,390243,780486,1,,
3252,21,229,2,2610860,5221720,1,,
2605,4,211,3,249756,749268,1,,
939,4,75,3,310831,932493,1,,
982,7,78,2,355030,710060,1,,
3146,7,248,3,240692,722076,1,,
1480,1,120,2,222302,444604,1,,
441,1,37,3,185077,555231,1,,
3103,1,245,3,363937,1091811,1,,
1131,3,88,2,89547,179094,1,,
1380,3,111,3,307565,922695,1,,
298,8,26,2,231392,462784,1,,
49,1,6,3,293485,880455,1,,
2213,1,182,3,196336,589008,1,,
3295,1,257,2,231246,462492,1,,
2462,1,200,3,254223,762669,1,,
3395,23,271,2,213831,427662,1,,
2313,4,187,3,230687,692061,1,,
1772,7,145,2,291866,583732,1,,
149,3,16,2,382066,764132,1,,
1231,3,96,3,317727,953181,1,,
690,1,54,2,664894,1329788,1,,
2854,21,228,2,2601226,5202452,1,,
925,4,74,3,251663,754989,1,,
261,7,24,3,88764,266292,1,,
593,7,47,3,295235,885705,1,,
1257,1,99,3,218357,655071,1,,
3178,19,250,2,1253541,2507082,1,,
238,7,23,2,175386,350772,1,,
570,1,46,3,353488,1060464,1,,
1472,4,119,2,272117,544234,1,,
2800,4,224,3,212401,637203,1,,
1804,3,148,3,387082,1161246,1,,
3132,3,141,3,398210,1194630,1,,
3464,14,321,2,166680,333360,1,,
2468,1,200,3,292414,877242,1,,
2136,10,176,3,221596,664788,1,,
2491,4,202,3,299389,898167,1,,
3487,24,332,4,385506,1542024,1,,
3155,7,248,3,158484,475452,1,,
2159,1,178,3,343222,1029666,1,,
2823,19,227,2,2626626,5253252,1,,
1094,7,86,3,285309,855927,1,,
1758,7,145,2,172800,345600,1,,
92,1,10,2,334942,669884,1,,
430,1,36,3,248032,744096,1,,
2345,1,192,2,261720,523440,1,,
2422,1,197,3,628062,1884186,1,,
3009,1,238,3,351817,1055451,1,,
2322,4,190,2,194768,389536,1,,
1117,7,73,3,263993,791979,1,,
1781,14,146,2,223451,446902,1,,
779,1,62,2,368770,737540,1,,
1658,1,136,2,376215,752430,1,,
2445,1,141,3,256992,770976,1,,
2986,1,236,3,292832,878496,1,,
3109,1,246,2,270889,541778,1,,
115,5,12,3,137639,412917,1,,
971,4,77,2,223764,447528,1,,
1466,4,119,2,112352,224704,1,,
384,7,33,2,184320,368640,1,,
138,3,14,2,247327,494654,1,,
802,1,64,3,317126,951378,1,,
1635,1,133,2,259970,519940,1,,
2299,1,189,3,309498,928494,1,,
2963,1,234,3,153965,461895,1,,
948,4,75,3,185835,557505,1,,
407,7,34,2,389642,779284,1,,
1071,7,84,3,74919,224757,1,,
161,3,17,2,331676,663352,1,,
284,8,26,2,254615,509230,1,,
825,1,66,3,278804,836412,1,,
1489,1,120,2,254537,509074,1,,
1612,1,131,2,351555,703110,1,,
2153,1,178,3,229328,687984,1,,
2591,4,211,3,118726,356178,1,,
1512,7,122,2,367281,734562,1,,
1844,3,151,3,261982,785946,1,,
1263,1,99,3,217443,652329,1,,
1595,1,129,2,330004,660008,1,,
2840,21,228,2,2571154,5142308,1,,
2923,19,230,2,2605557,5211114,1,,
3172,19,249,2,1380833,2761666,1,,
908,6,72,3,249730,749190,1,,
1904,2,157,2,214961,429922,1,,
2531,2,204,2,320078,640156,1,,
29,1,5,3,309263,927789,1,,
2199,1,181,3,162194,486582,1,,
2236,1,183,2,230556,461112,1,,
576,1,46,3,262635,787905,1,,
2637,1,213,2,212009,424018,1,,
2969,1,235,2,219141,438282,1,,
2886,21,229,2,2636428,5272856,1,,
3218,22,251,2,1271229,2542458,1,,
2282,4,187,3,226298,678894,1,,
1950,3,160,2,158432,316864,1,,
3278,1,256,3,364180,1092540,1,,
3032,1,240,3,298475,895425,1,,
3364,21,261,2,2582957,5165914,1,,
175,4,18,3,300721,902163,1,,
1011,4,81,2,298057,596114,1,,
2339,4,191,3,195578,586734,1,,
3424,24,293,5,176911,884555,1,,
2090,7,169,2,250070,500140,1,,
762,1,60,2,414902,829804,1,,
2096,1,172,3,290851,872553,1,,
2677,1,217,3,205766,617298,1,,
2783,4,224,3,222484,667452,1,,
3324,15,259,2,212323,424646,1,,
3318,17,258,3,237035,711105,1,,
1111,7,73,3,293093,879279,1,,
2777,7,223,2,209737,419474,1,,
324,9,29,2,198661,397322,1,,
1449,14,117,3,340218,1020654,1,,
1652,1,135,2,233273,466546,1,,
1990,1,163,3,287190,861570,1,,
470,4,39,3,234083,702249,1,,
1303,13,102,2,314174,628348,1,,
221,7,21,3,307252,921756,1,,
716,7,56,2,243696,487392,1,,
1549,3,125,2,197328,394656,1,,
3470,9,322,2,129666,259332,1,,
2631,1,213,3,274207,822621,1,,
1798,1,147,2,278465,556930,1,,
2385,1,194,2,218592,437184,1,,
2485,4,201,2,299389,598778,1,,
75,2,8,2,366837,733674,1,,
616,2,49,2,316682,633364,1,,
862,7,69,3,284081,852243,1,,
1698,7,140,3,276558,829674,1,,
1944,3,160,2,160026,320052,1,,
1157,1,90,2,375349,750698,1,,
1403,1,113,3,399333,1197999,1,,
3026,1,239,2,333505,667010,1,,
3427,24,296,4,198064,792256,1,,
842,2,68,2,321358,642716,1,,
1340,3,106,2,294347,588694,1,,
3261,9,255,2,159473,318946,1,,
344,1,30,3,312032,936096,1,,
2929,1,232,3,278700,836100,1,,
201,6,20,2,166060,332120,1,,
3404,24,273,5,501503,2507515,1,,
1197,2,93,3,355395,1066185,1,,
865,7,70,3,337423,1012269,1,,
1695,7,140,3,308401,925203,1,,
1861,3,153,3,269557,808671,1,,
699,1,55,2,218880,437760,1,,
1363,1,109,2,559203,1118406,1,,
2408,1,196,3,240770,722310,1,,
2906,19,230,2,2604575,5209150,1,,
2714,4,219,3,241867,725601,1,,
1054,12,83,2,292075,584150,1,,
722,7,56,2,247771,495542,1,,
1718,7,143,2,261433,522866,1,,
1555,3,125,2,265952,531904,1,,
1887,3,155,2,345626,691252,1,,
2551,1,206,3,96914,290742,1,,
487,4,39,2,192757,385514,1,,
2528,2,204,2,338729,677458,1,,
2073,7,168,2,202788,405576,1,,
2196,1,181,3,200254,600762,1,,
3069,1,243,2,208953,417906,1,,
2737,1,221,2,132310,264620,1,,
1532,16,124,2,284107,568214,1,,
3192,19,250,2,1278333,2556666,1,,
181,4,18,3,371539,1114617,1,,
2594,4,211,3,227500,682500,1,,
2173,4,179,2,249547,499094,1,,
1930,7,159,2,278099,556198,1,,
9,1,1,2,203102,406204,1,,
15,1,4,2,331180,662360,1,,
679,1,54,2,191451,382902,1,,
2428,1,198,2,475402,950804,1,,
3092,1,245,3,105639,316917,1,,
656,11,52,2,190667,381334,1,,
158,3,17,2,286275,572550,1,,
822,1,66,3,257462,772386,1,,
1320,1,104,3,494602,1483806,1,,
3384,23,270,2,205959,411918,1,,
2720,4,220,3,205244,615732,1,,
2053,7,167,3,188577,565731,1,,
556,7,45,2,339173,678346,1,,
1389,3,112,2,228440,456880,1,,
1220,3,95,3,237557,712671,1,,
1881,3,154,2,534883,1069766,1,,
799,1,64,3,342752,1028256,1,,
530,4,42,2,287817,575634,1,,
2030,7,166,2,240744,481488,1,,
2694,1,218,3,172146,516438,1,,
2571,1,208,3,529841,1589523,1,,
3235,20,253,2,2924716,5849432,1,,
848,2,68,2,659226,1318452,1,,
1761,7,145,2,45191,90382,1,,
2757,7,222,2,237897,475794,1,,
3255,9,255,2,287740,575480,1,,
2010,1,164,4,223973,895892,1,,
2259,1,185,2,172225,344450,1,,
2508,1,203,2,297456,594912,1,,
3006,1,238,3,299023,897069,1,,
2365,4,193,3,248084,744252,1,,
742,7,57,2,211853,423706,1,,
244,7,23,2,153208,306416,1,,
1867,3,153,3,372480,1117440,1,,
1240,1,97,2,561162,1122324,1,,
2402,1,195,3,292493,877479,1,,
2863,19,229,2,2563980,5127960,1,,
636,2,51,2,176222,352444,1,,
387,7,33,2,245524,491048,1,,
1383,3,111,2,344502,689004,1,,
301,8,27,3,285231,855693,1,,
1632,1,133,2,159216,318432,1,,
550,1,44,2,253962,507924,1,,
2614,1,212,2,289488,578976,1,,
1028,1,82,3,157387,472161,1,,
991,1,79,2,255712,511424,1,,
1569,1,126,3,200594,601782,1,,
1618,1,132,2,166164,332328,1,,
2651,1,215,3,181159,543477,1,,
2700,1,218,3,268225,804675,1,,
3241,20,253,2,2923381,5846762,1,,
1675,7,139,3,280084,840252,1,,
1924,7,158,2,215353,430706,1,,
1177,3,92,3,336457,1009371,1,,
1426,14,115,3,217730,653190,1,,
3341,21,261,2,2611986,5223972,1,,
3447,24,313,5,132932,664660,1,,
3490,24,335,5,285673,1428365,1,,
1283,13,101,3,300956,902868,1,,
1326,3,105,3,229459,688377,1,,
1824,3,149,3,183693,551079,1,,
785,1,62,2,272796,545592,1,,
2949,1,234,3,234788,704364,1,,
1134,4,89,2,548336,1096672,1,,
885,7,71,3,180793,542379,1,,
2216,8,141,2,243200,486400,1,,
3049,8,241,3,245106,735318,1,,
52,1,7,4,286641,1146564,1,,
3298,1,257,2,315325,630650,1,,
1967,16,161,2,274625,549250,1,,
1034,12,83,2,155794,311588,1,,
493,1,40,2,344999,689998,1,,
1575,1,126,3,222354,667062,1,,
2116,1,175,3,405028,1215084,1,,
2657,1,215,3,225593,676779,1,,
3198,19,250,2,1274583,2549166,1,,
1091,7,86,3,236695,710085,1,,
1423,14,115,3,316551,949653,1,,
95,1,10,2,329534,659068,1,,
759,1,59,2,274886,549772,1,,
427,1,36,2,297691,595382,1,,
3012,1,238,3,295183,885549,1,,
3344,21,261,2,2611569,5223138,1,,
72,2,8,2,169508,339016,1,,
404,7,34,2,213890,427780,1,,
1137,4,89,2,163004,326008,1,,
473,4,39,3,178364,535092,1,,
1469,4,119,2,230974,461948,1,,
2797,4,224,3,34168,102504,1,,
1801,3,148,4,332251,1329004,1,,
805,1,64,3,257724,773172,1,,
2465,1,200,3,243748,731244,1,,
2133,10,176,3,279693,839079,1,,
1114,7,73,3,284943,854829,1,,
2110,3,174,2,334393,668786,1,,
1446,14,117,3,341629,1024887,1,,
1778,14,146,2,142027,284054,1,,
782,1,62,2,239830,479660,1,,
450,1,37,3,166974,500922,1,,
118,5,12,3,163265,489795,1,,
928,4,74,3,228493,685479,1,,
258,7,24,3,126615,379845,1,,
264,7,24,3,175333,525999,1,,
1592,1,128,2,307226,614452,1,,
2179,1,180,2,230112,460224,1,,
2256,1,185,2,182099,364198,1,,
2843,21,228,2,2533575,5067150,1,,
945,4,75,3,279144,837432,1,,
3484,24,329,4,289388,1157552,1,,
281,7,25,3,404323,1212969,1,,
3158,7,248,3,243591,730773,1,,
951,1,76,3,293590,880770,1,,
1492,1,120,2,171572,343144,1,,
1615,1,131,2,284447,568894,1,,
2156,1,178,3,161541,484623,1,,
2279,1,186,2,186958,373916,1,,
2943,1,233,2,219271,438542,1,,
2820,19,227,2,5286953,10573906,1,,
3135,3,141,3,259395,778185,1,,
1638,1,134,2,209528,419056,1,,
2302,1,189,3,209423,628269,1,,
2471,1,200,3,318406,955218,1,,
2966,1,235,2,308976,617952,1,,
2325,4,190,2,225671,451342,1,,
1784,14,146,2,172486,344972,1,,
2448,1,141,3,263888,791664,1,,
2989,1,237,2,179226,358452,1,,
3112,1,246,2,247954,495908,1,,
2866,21,229,2,2637387,5274774,1,,
1014,4,81,2,311353,622706,1,,
2342,4,191,3,158589,475767,1,,
3421,24,290,5,250031,1250155,1,,
1097,7,86,3,259526,778578,1,,
1346,3,107,2,252891,505782,1,,
2093,1,170,2,257252,514504,1,,
2674,1,216,2,197459,394918,1,,
2425,1,197,3,296437,889311,1,,
1701,7,140,3,189231,567693,1,,
1738,7,143,2,276035,552070,1,,
2033,7,166,2,252264,504528,1,,
78,3,9,3,436453,1309359,1,,
410,3,35,3,380342,1141026,1,,
1406,1,114,3,175777,527331,1,,
3029,1,240,3,241998,725994,1,,
2734,1,221,2,228022,456044,1,,
3361,21,261,2,2612028,5224056,1,,
